RLINEv1_2   
SOURCE FILE: Source_Example.txt (8 Sources)
RECEPTOR FILE: Receptor_Example.txt (196 Receptors)
SURFACE FILE: Met_Example.sfc
Error Limit:  1.000E-03
Displacement Height:      5.000*z0
Concentrations from: Plume and Meander
Roadway configurations used: N 
Roadway #Lanes Option : N 
Integraton option: Numerical
 
 Year, Julian_Day, Hour, X-Coordinate, Y-Coordinate, Z-Coordinate, C_G1, C_G2,
   12,  264,    1,       10.000,       10.000,        1.500,   0.170076E+07,   0.677934E+06, 
   12,  264,    1,       10.000,       20.000,        1.500,   0.169914E+07,   0.422169E+06, 
   12,  264,    1,       10.000,       30.000,        1.500,   0.169743E+07,   0.312896E+06, 
   12,  264,    1,       10.000,       40.000,        1.500,   0.169563E+07,   0.245507E+06, 
   12,  264,    1,       10.000,       50.000,        1.500,   0.169374E+07,   0.199859E+06, 
   12,  264,    1,       10.000,       75.000,        1.500,   0.168855E+07,   0.132335E+06, 
   12,  264,    1,       10.000,      100.000,        1.500,   0.168255E+07,   0.958808E+05, 
   12,  264,    1,       20.000,       10.000,        1.500,   0.625196E+06,   0.677917E+06, 
   12,  264,    1,       20.000,       20.000,        1.500,   0.624026E+06,   0.422123E+06, 
   12,  264,    1,       20.000,       30.000,        1.500,   0.622772E+06,   0.312810E+06, 
   12,  264,    1,       20.000,       40.000,        1.500,   0.621465E+06,   0.245454E+06, 
   12,  264,    1,       20.000,       50.000,        1.500,   0.620089E+06,   0.199784E+06, 
   12,  264,    1,       20.000,       75.000,        1.500,   0.616332E+06,   0.132262E+06, 
   12,  264,    1,       20.000,      100.000,        1.500,   0.612010E+06,   0.957761E+05, 
   12,  264,    1,       30.000,       10.000,        1.500,   0.378320E+06,   0.677878E+06, 
   12,  264,    1,       30.000,       20.000,        1.500,   0.377477E+06,   0.422090E+06, 
   12,  264,    1,       30.000,       30.000,        1.500,   0.376566E+06,   0.312782E+06, 
   12,  264,    1,       30.000,       40.000,        1.500,   0.375660E+06,   0.245392E+06, 
   12,  264,    1,       30.000,       50.000,        1.500,   0.374680E+06,   0.199713E+06, 
   12,  264,    1,       30.000,       75.000,        1.500,   0.371976E+06,   0.132184E+06, 
   12,  264,    1,       30.000,      100.000,        1.500,   0.368983E+06,   0.956449E+05, 
   12,  264,    1,       40.000,       10.000,        1.500,   0.268547E+06,   0.677822E+06, 
   12,  264,    1,       40.000,       20.000,        1.500,   0.267974E+06,   0.422042E+06, 
   12,  264,    1,       40.000,       30.000,        1.500,   0.267310E+06,   0.312717E+06, 
   12,  264,    1,       40.000,       40.000,        1.500,   0.266684E+06,   0.245313E+06, 
   12,  264,    1,       40.000,       50.000,        1.500,   0.265994E+06,   0.199644E+06, 
   12,  264,    1,       40.000,       75.000,        1.500,   0.264147E+06,   0.132048E+06, 
   12,  264,    1,       40.000,      100.000,        1.500,   0.262102E+06,   0.954798E+05, 
   12,  264,    1,       50.000,       10.000,        1.500,   0.207568E+06,   0.677752E+06, 
   12,  264,    1,       50.000,       20.000,        1.500,   0.207172E+06,   0.421947E+06, 
   12,  264,    1,       50.000,       30.000,        1.500,   0.206762E+06,   0.312604E+06, 
   12,  264,    1,       50.000,       40.000,        1.500,   0.206294E+06,   0.245174E+06, 
   12,  264,    1,       50.000,       50.000,        1.500,   0.205824E+06,   0.199533E+06, 
   12,  264,    1,       50.000,       75.000,        1.500,   0.204580E+06,   0.131931E+06, 
   12,  264,    1,       50.000,      100.000,        1.500,   0.203196E+06,   0.953263E+05, 
   12,  264,    1,       75.000,       10.000,        1.500,   0.132336E+06,   0.677523E+06, 
   12,  264,    1,       75.000,       20.000,        1.500,   0.132178E+06,   0.421710E+06, 
   12,  264,    1,       75.000,       30.000,        1.500,   0.132034E+06,   0.312330E+06, 
   12,  264,    1,       75.000,       40.000,        1.500,   0.131869E+06,   0.244918E+06, 
   12,  264,    1,       75.000,       50.000,        1.500,   0.131676E+06,   0.199208E+06, 
   12,  264,    1,       75.000,       75.000,        1.500,   0.131228E+06,   0.131563E+06, 
   12,  264,    1,       75.000,      100.000,        1.500,   0.130655E+06,   0.948377E+05, 
   12,  264,    1,      100.000,       10.000,        1.500,   0.968964E+05,   0.677182E+06, 
   12,  264,    1,      100.000,       20.000,        1.500,   0.968502E+05,   0.421327E+06, 
   12,  264,    1,      100.000,       30.000,        1.500,   0.967923E+05,   0.311966E+06, 
   12,  264,    1,      100.000,       40.000,        1.500,   0.967226E+05,   0.244520E+06, 
   12,  264,    1,      100.000,       50.000,        1.500,   0.966407E+05,   0.198761E+06, 
   12,  264,    1,      100.000,       75.000,        1.500,   0.964071E+05,   0.131001E+06, 
   12,  264,    1,      100.000,      100.000,        1.500,   0.961416E+05,   0.941791E+05, 
   12,  264,    1,      -10.000,       10.000,        1.500,   0.482442E+07,   0.677955E+06, 
   12,  264,    1,      -10.000,       20.000,        1.500,   0.482160E+07,   0.422182E+06, 
   12,  264,    1,      -10.000,       30.000,        1.500,   0.481864E+07,   0.312898E+06, 
   12,  264,    1,      -10.000,       40.000,        1.500,   0.481549E+07,   0.245575E+06, 
   12,  264,    1,      -10.000,       50.000,        1.500,   0.481220E+07,   0.199928E+06, 
   12,  264,    1,      -10.000,       75.000,        1.500,   0.480293E+07,   0.132462E+06, 
   12,  264,    1,      -10.000,      100.000,        1.500,   0.479228E+07,   0.960577E+05, 
   12,  264,    1,      -20.000,       10.000,        1.500,   0.330638E+07,   0.677941E+06, 
   12,  264,    1,      -20.000,       20.000,        1.500,   0.330272E+07,   0.422205E+06, 
   12,  264,    1,      -20.000,       30.000,        1.500,   0.329902E+07,   0.312929E+06, 
   12,  264,    1,      -20.000,       40.000,        1.500,   0.329494E+07,   0.245555E+06, 
   12,  264,    1,      -20.000,       50.000,        1.500,   0.329070E+07,   0.199952E+06, 
   12,  264,    1,      -20.000,       75.000,        1.500,   0.327882E+07,   0.132505E+06, 
   12,  264,    1,      -20.000,      100.000,        1.500,   0.326511E+07,   0.961303E+05, 
   12,  264,    1,      -30.000,       10.000,        1.500,   0.261987E+07,   0.677918E+06, 
   12,  264,    1,      -30.000,       20.000,        1.500,   0.261540E+07,   0.422170E+06, 
   12,  264,    1,      -30.000,       30.000,        1.500,   0.261072E+07,   0.312915E+06, 
   12,  264,    1,      -30.000,       40.000,        1.500,   0.260557E+07,   0.245581E+06, 
   12,  264,    1,      -30.000,       50.000,        1.500,   0.260026E+07,   0.199972E+06, 
   12,  264,    1,      -30.000,       75.000,        1.500,   0.258546E+07,   0.132544E+06, 
   12,  264,    1,      -30.000,      100.000,        1.500,   0.256820E+07,   0.961753E+05, 
   12,  264,    1,      -40.000,       10.000,        1.500,   0.217264E+07,   0.677874E+06, 
   12,  264,    1,      -40.000,       20.000,        1.500,   0.216720E+07,   0.422144E+06, 
   12,  264,    1,      -40.000,       30.000,        1.500,   0.216142E+07,   0.312904E+06, 
   12,  264,    1,      -40.000,       40.000,        1.500,   0.215521E+07,   0.245566E+06, 
   12,  264,    1,      -40.000,       50.000,        1.500,   0.214870E+07,   0.199935E+06, 
   12,  264,    1,      -40.000,       75.000,        1.500,   0.213066E+07,   0.132536E+06, 
   12,  264,    1,      -40.000,      100.000,        1.500,   0.210942E+07,   0.962071E+05, 
   12,  264,    1,      -50.000,       10.000,        1.500,   0.185018E+07,   0.677830E+06, 
   12,  264,    1,      -50.000,       20.000,        1.500,   0.184364E+07,   0.422112E+06, 
   12,  264,    1,      -50.000,       30.000,        1.500,   0.183667E+07,   0.312831E+06, 
   12,  264,    1,      -50.000,       40.000,        1.500,   0.182932E+07,   0.245519E+06, 
   12,  264,    1,      -50.000,       50.000,        1.500,   0.182153E+07,   0.199920E+06, 
   12,  264,    1,      -50.000,       75.000,        1.500,   0.179994E+07,   0.132573E+06, 
   12,  264,    1,      -50.000,      100.000,        1.500,   0.177464E+07,   0.962376E+05, 
   12,  264,    1,      -75.000,       10.000,        1.500,   0.131473E+07,   0.677629E+06, 
   12,  264,    1,      -75.000,       20.000,        1.500,   0.130534E+07,   0.421917E+06, 
   12,  264,    1,      -75.000,       30.000,        1.500,   0.129542E+07,   0.312670E+06, 
   12,  264,    1,      -75.000,       40.000,        1.500,   0.128494E+07,   0.245338E+06, 
   12,  264,    1,      -75.000,       50.000,        1.500,   0.127390E+07,   0.199797E+06, 
   12,  264,    1,      -75.000,       75.000,        1.500,   0.124331E+07,   0.132475E+06, 
   12,  264,    1,      -75.000,      100.000,        1.500,   0.120817E+07,   0.962135E+05, 
   12,  264,    1,     -100.000,       10.000,        1.500,   0.965591E+06,   0.677352E+06, 
   12,  264,    1,     -100.000,       20.000,        1.500,   0.953558E+06,   0.421658E+06, 
   12,  264,    1,     -100.000,       30.000,        1.500,   0.940962E+06,   0.312464E+06, 
   12,  264,    1,     -100.000,       40.000,        1.500,   0.927726E+06,   0.245164E+06, 
   12,  264,    1,     -100.000,       50.000,        1.500,   0.913867E+06,   0.199596E+06, 
   12,  264,    1,     -100.000,       75.000,        1.500,   0.876215E+06,   0.132299E+06, 
   12,  264,    1,     -100.000,      100.000,        1.500,   0.833840E+06,   0.961097E+05, 
   12,  264,    1,       10.000,      -10.000,        1.500,   0.170373E+07,   0.223892E+07, 
   12,  264,    1,       10.000,      -20.000,        1.500,   0.170512E+07,   0.187284E+07, 
   12,  264,    1,       10.000,      -30.000,        1.500,   0.170644E+07,   0.164040E+07, 
   12,  264,    1,       10.000,      -40.000,        1.500,   0.170767E+07,   0.145812E+07, 
   12,  264,    1,       10.000,      -50.000,        1.500,   0.170888E+07,   0.131159E+07, 
   12,  264,    1,       10.000,      -75.000,        1.500,   0.171157E+07,   0.104979E+07, 
   12,  264,    1,       10.000,     -100.000,        1.500,   0.171396E+07,   0.879181E+06, 
   12,  264,    1,       20.000,      -10.000,        1.500,   0.627378E+06,   0.223878E+07, 
   12,  264,    1,       20.000,      -20.000,        1.500,   0.628416E+06,   0.187269E+07, 
   12,  264,    1,       20.000,      -30.000,        1.500,   0.629384E+06,   0.164001E+07, 
   12,  264,    1,       20.000,      -40.000,        1.500,   0.630342E+06,   0.145757E+07, 
   12,  264,    1,       20.000,      -50.000,        1.500,   0.631201E+06,   0.131133E+07, 
   12,  264,    1,       20.000,      -75.000,        1.500,   0.633192E+06,   0.105007E+07, 
   12,  264,    1,       20.000,     -100.000,        1.500,   0.634945E+06,   0.879222E+06, 
   12,  264,    1,       30.000,      -10.000,        1.500,   0.379882E+06,   0.223883E+07, 
   12,  264,    1,       30.000,      -20.000,        1.500,   0.380618E+06,   0.187275E+07, 
   12,  264,    1,       30.000,      -30.000,        1.500,   0.381332E+06,   0.164006E+07, 
   12,  264,    1,       30.000,      -40.000,        1.500,   0.381983E+06,   0.145768E+07, 
   12,  264,    1,       30.000,      -50.000,        1.500,   0.382601E+06,   0.131132E+07, 
   12,  264,    1,       30.000,      -75.000,        1.500,   0.384078E+06,   0.104977E+07, 
   12,  264,    1,       30.000,     -100.000,        1.500,   0.385311E+06,   0.879390E+06, 
   12,  264,    1,       40.000,      -10.000,        1.500,   0.269661E+06,   0.223881E+07, 
   12,  264,    1,       40.000,      -20.000,        1.500,   0.270147E+06,   0.187274E+07, 
   12,  264,    1,       40.000,      -30.000,        1.500,   0.270634E+06,   0.164018E+07, 
   12,  264,    1,       40.000,      -40.000,        1.500,   0.271093E+06,   0.145785E+07, 
   12,  264,    1,       40.000,      -50.000,        1.500,   0.271552E+06,   0.131144E+07, 
   12,  264,    1,       40.000,      -75.000,        1.500,   0.272560E+06,   0.104997E+07, 
   12,  264,    1,       40.000,     -100.000,        1.500,   0.273421E+06,   0.879333E+06, 
   12,  264,    1,       50.000,      -10.000,        1.500,   0.208328E+06,   0.223866E+07, 
   12,  264,    1,       50.000,      -20.000,        1.500,   0.208673E+06,   0.187266E+07, 
   12,  264,    1,       50.000,      -30.000,        1.500,   0.208984E+06,   0.164010E+07, 
   12,  264,    1,       50.000,      -40.000,        1.500,   0.209340E+06,   0.145787E+07, 
   12,  264,    1,       50.000,      -50.000,        1.500,   0.209620E+06,   0.131146E+07, 
   12,  264,    1,       50.000,      -75.000,        1.500,   0.210284E+06,   0.105002E+07, 
   12,  264,    1,       50.000,     -100.000,        1.500,   0.210844E+06,   0.879293E+06, 
   12,  264,    1,       75.000,      -10.000,        1.500,   0.132560E+06,   0.223860E+07, 
   12,  264,    1,       75.000,      -20.000,        1.500,   0.132685E+06,   0.187250E+07, 
   12,  264,    1,       75.000,      -30.000,        1.500,   0.132819E+06,   0.163991E+07, 
   12,  264,    1,       75.000,      -40.000,        1.500,   0.132881E+06,   0.145757E+07, 
   12,  264,    1,       75.000,      -50.000,        1.500,   0.133022E+06,   0.131122E+07, 
   12,  264,    1,       75.000,      -75.000,        1.500,   0.133161E+06,   0.105012E+07, 
   12,  264,    1,       75.000,     -100.000,        1.500,   0.133277E+06,   0.879385E+06, 
   12,  264,    1,      100.000,      -10.000,        1.500,   0.969789E+05,   0.223819E+07, 
   12,  264,    1,      100.000,      -20.000,        1.500,   0.970051E+05,   0.187214E+07, 
   12,  264,    1,      100.000,      -30.000,        1.500,   0.970396E+05,   0.163947E+07, 
   12,  264,    1,      100.000,      -40.000,        1.500,   0.970388E+05,   0.145714E+07, 
   12,  264,    1,      100.000,      -50.000,        1.500,   0.970460E+05,   0.131091E+07, 
   12,  264,    1,      100.000,      -75.000,        1.500,   0.970317E+05,   0.104945E+07, 
   12,  264,    1,      100.000,     -100.000,        1.500,   0.969574E+05,   0.879176E+06, 
   12,  264,    1,      -10.000,      -10.000,        1.500,   0.482957E+07,   0.223881E+07, 
   12,  264,    1,      -10.000,      -20.000,        1.500,   0.483197E+07,   0.187265E+07, 
   12,  264,    1,      -10.000,      -30.000,        1.500,   0.483422E+07,   0.163989E+07, 
   12,  264,    1,      -10.000,      -40.000,        1.500,   0.483638E+07,   0.145743E+07, 
   12,  264,    1,      -10.000,      -50.000,        1.500,   0.483838E+07,   0.131115E+07, 
   12,  264,    1,      -10.000,      -75.000,        1.500,   0.484308E+07,   0.104976E+07, 
   12,  264,    1,      -10.000,     -100.000,        1.500,   0.484711E+07,   0.878941E+06, 
   12,  264,    1,      -20.000,      -10.000,        1.500,   0.331291E+07,   0.223889E+07, 
   12,  264,    1,      -20.000,      -20.000,        1.500,   0.331598E+07,   0.187274E+07, 
   12,  264,    1,      -20.000,      -30.000,        1.500,   0.331888E+07,   0.164016E+07, 
   12,  264,    1,      -20.000,      -40.000,        1.500,   0.332158E+07,   0.145781E+07, 
   12,  264,    1,      -20.000,      -50.000,        1.500,   0.332411E+07,   0.131118E+07, 
   12,  264,    1,      -20.000,      -75.000,        1.500,   0.333005E+07,   0.104963E+07, 
   12,  264,    1,      -20.000,     -100.000,        1.500,   0.333520E+07,   0.878908E+06, 
   12,  264,    1,      -30.000,      -10.000,        1.500,   0.262802E+07,   0.223881E+07, 
   12,  264,    1,      -30.000,      -20.000,        1.500,   0.263182E+07,   0.187264E+07, 
   12,  264,    1,      -30.000,      -30.000,        1.500,   0.263549E+07,   0.163999E+07, 
   12,  264,    1,      -30.000,      -40.000,        1.500,   0.263890E+07,   0.145759E+07, 
   12,  264,    1,      -30.000,      -50.000,        1.500,   0.264204E+07,   0.131118E+07, 
   12,  264,    1,      -30.000,      -75.000,        1.500,   0.264934E+07,   0.104924E+07, 
   12,  264,    1,      -30.000,     -100.000,        1.500,   0.265582E+07,   0.878648E+06, 
   12,  264,    1,      -40.000,      -10.000,        1.500,   0.218266E+07,   0.223872E+07, 
   12,  264,    1,      -40.000,      -20.000,        1.500,   0.218726E+07,   0.187262E+07, 
   12,  264,    1,      -40.000,      -30.000,        1.500,   0.219165E+07,   0.163996E+07, 
   12,  264,    1,      -40.000,      -40.000,        1.500,   0.219587E+07,   0.145758E+07, 
   12,  264,    1,      -40.000,      -50.000,        1.500,   0.219982E+07,   0.131119E+07, 
   12,  264,    1,      -40.000,      -75.000,        1.500,   0.220868E+07,   0.104959E+07, 
   12,  264,    1,      -40.000,     -100.000,        1.500,   0.221655E+07,   0.878560E+06, 
   12,  264,    1,      -50.000,      -10.000,        1.500,   0.186218E+07,   0.223872E+07, 
   12,  264,    1,      -50.000,      -20.000,        1.500,   0.186772E+07,   0.187253E+07, 
   12,  264,    1,      -50.000,      -30.000,        1.500,   0.187295E+07,   0.163985E+07, 
   12,  264,    1,      -50.000,      -40.000,        1.500,   0.187796E+07,   0.145741E+07, 
   12,  264,    1,      -50.000,      -50.000,        1.500,   0.188268E+07,   0.131097E+07, 
   12,  264,    1,      -50.000,      -75.000,        1.500,   0.189338E+07,   0.104959E+07, 
   12,  264,    1,      -50.000,     -100.000,        1.500,   0.190284E+07,   0.878487E+06, 
   12,  264,    1,      -75.000,      -10.000,        1.500,   0.133215E+07,   0.223836E+07, 
   12,  264,    1,      -75.000,      -20.000,        1.500,   0.134018E+07,   0.187226E+07, 
   12,  264,    1,      -75.000,      -30.000,        1.500,   0.134779E+07,   0.163960E+07, 
   12,  264,    1,      -75.000,      -40.000,        1.500,   0.135503E+07,   0.145727E+07, 
   12,  264,    1,      -75.000,      -50.000,        1.500,   0.136192E+07,   0.131076E+07, 
   12,  264,    1,      -75.000,      -75.000,        1.500,   0.137769E+07,   0.104903E+07, 
   12,  264,    1,      -75.000,     -100.000,        1.500,   0.139153E+07,   0.877934E+06, 
   12,  264,    1,     -100.000,      -10.000,        1.500,   0.987998E+06,   0.223817E+07, 
   12,  264,    1,     -100.000,      -20.000,        1.500,   0.998417E+06,   0.187200E+07, 
   12,  264,    1,     -100.000,      -30.000,        1.500,   0.100837E+07,   0.163939E+07, 
   12,  264,    1,     -100.000,      -40.000,        1.500,   0.101788E+07,   0.145697E+07, 
   12,  264,    1,     -100.000,      -50.000,        1.500,   0.102692E+07,   0.131039E+07, 
   12,  264,    1,     -100.000,      -75.000,        1.500,   0.104779E+07,   0.104856E+07, 
   12,  264,    1,     -100.000,     -100.000,        1.500,   0.106644E+07,   0.877352E+06, 
   12,  264,    2,       10.000,       10.000,        1.500,   0.846350E+06,   0.152228E+07, 
   12,  264,    2,       10.000,       20.000,        1.500,   0.846343E+06,   0.627530E+06, 
   12,  264,    2,       10.000,       30.000,        1.500,   0.846299E+06,   0.411214E+06, 
   12,  264,    2,       10.000,       40.000,        1.500,   0.846217E+06,   0.306975E+06, 
   12,  264,    2,       10.000,       50.000,        1.500,   0.846135E+06,   0.244771E+06, 
   12,  264,    2,       10.000,       75.000,        1.500,   0.845894E+06,   0.161334E+06, 
   12,  264,    2,       10.000,      100.000,        1.500,   0.845532E+06,   0.118956E+06, 
   12,  264,    2,       20.000,       10.000,        1.500,   0.522643E+06,   0.152151E+07, 
   12,  264,    2,       20.000,       20.000,        1.500,   0.522595E+06,   0.626999E+06, 
   12,  264,    2,       20.000,       30.000,        1.500,   0.522564E+06,   0.410871E+06, 
   12,  264,    2,       20.000,       40.000,        1.500,   0.522477E+06,   0.306684E+06, 
   12,  264,    2,       20.000,       50.000,        1.500,   0.522371E+06,   0.244565E+06, 
   12,  264,    2,       20.000,       75.000,        1.500,   0.522116E+06,   0.161228E+06, 
   12,  264,    2,       20.000,      100.000,        1.500,   0.521746E+06,   0.118925E+06, 
   12,  264,    2,       30.000,       10.000,        1.500,   0.385967E+06,   0.152071E+07, 
   12,  264,    2,       30.000,       20.000,        1.500,   0.385940E+06,   0.626415E+06, 
   12,  264,    2,       30.000,       30.000,        1.500,   0.385856E+06,   0.410412E+06, 
   12,  264,    2,       30.000,       40.000,        1.500,   0.385829E+06,   0.306413E+06, 
   12,  264,    2,       30.000,       50.000,        1.500,   0.385689E+06,   0.244371E+06, 
   12,  264,    2,       30.000,       75.000,        1.500,   0.385426E+06,   0.161149E+06, 
   12,  264,    2,       30.000,      100.000,        1.500,   0.384988E+06,   0.118886E+06, 
   12,  264,    2,       40.000,       10.000,        1.500,   0.302398E+06,   0.151981E+07, 
   12,  264,    2,       40.000,       20.000,        1.500,   0.302321E+06,   0.625741E+06, 
   12,  264,    2,       40.000,       30.000,        1.500,   0.302259E+06,   0.409914E+06, 
   12,  264,    2,       40.000,       40.000,        1.500,   0.302201E+06,   0.306065E+06, 
   12,  264,    2,       40.000,       50.000,        1.500,   0.302093E+06,   0.244126E+06, 
   12,  264,    2,       40.000,       75.000,        1.500,   0.301770E+06,   0.161064E+06, 
   12,  264,    2,       40.000,      100.000,        1.500,   0.301314E+06,   0.118821E+06, 
   12,  264,    2,       50.000,       10.000,        1.500,   0.246020E+06,   0.151887E+07, 
   12,  264,    2,       50.000,       20.000,        1.500,   0.245966E+06,   0.625076E+06, 
   12,  264,    2,       50.000,       30.000,        1.500,   0.245887E+06,   0.409450E+06, 
   12,  264,    2,       50.000,       40.000,        1.500,   0.245833E+06,   0.305698E+06, 
   12,  264,    2,       50.000,       50.000,        1.500,   0.245731E+06,   0.243906E+06, 
   12,  264,    2,       50.000,       75.000,        1.500,   0.245384E+06,   0.160947E+06, 
   12,  264,    2,       50.000,      100.000,        1.500,   0.244906E+06,   0.118760E+06, 
   12,  264,    2,       75.000,       10.000,        1.500,   0.163137E+06,   0.151621E+07, 
   12,  264,    2,       75.000,       20.000,        1.500,   0.163083E+06,   0.623153E+06, 
   12,  264,    2,       75.000,       30.000,        1.500,   0.163014E+06,   0.408086E+06, 
   12,  264,    2,       75.000,       40.000,        1.500,   0.162904E+06,   0.304742E+06, 
   12,  264,    2,       75.000,       50.000,        1.500,   0.162770E+06,   0.243186E+06, 
   12,  264,    2,       75.000,       75.000,        1.500,   0.162382E+06,   0.160597E+06, 
   12,  264,    2,       75.000,      100.000,        1.500,   0.161873E+06,   0.118532E+06, 
   12,  264,    2,      100.000,       10.000,        1.500,   0.118706E+06,   0.151312E+07, 
   12,  264,    2,      100.000,       20.000,        1.500,   0.118623E+06,   0.620910E+06, 
   12,  264,    2,      100.000,       30.000,        1.500,   0.118513E+06,   0.406492E+06, 
   12,  264,    2,      100.000,       40.000,        1.500,   0.118394E+06,   0.303613E+06, 
   12,  264,    2,      100.000,       50.000,        1.500,   0.118244E+06,   0.242371E+06, 
   12,  264,    2,      100.000,       75.000,        1.500,   0.117785E+06,   0.160190E+06, 
   12,  264,    2,      100.000,      100.000,        1.500,   0.117218E+06,   0.118244E+06, 
   12,  264,    2,      -10.000,       10.000,        1.500,   0.245103E+07,   0.152370E+07, 
   12,  264,    2,      -10.000,       20.000,        1.500,   0.245094E+07,   0.628574E+06, 
   12,  264,    2,      -10.000,       30.000,        1.500,   0.245092E+07,   0.411982E+06, 
   12,  264,    2,      -10.000,       40.000,        1.500,   0.245093E+07,   0.307500E+06, 
   12,  264,    2,      -10.000,       50.000,        1.500,   0.245072E+07,   0.245093E+06, 
   12,  264,    2,      -10.000,       75.000,        1.500,   0.245064E+07,   0.161432E+06, 
   12,  264,    2,      -10.000,      100.000,        1.500,   0.245028E+07,   0.119034E+06, 
   12,  264,    2,      -20.000,       10.000,        1.500,   0.200670E+07,   0.152434E+07, 
   12,  264,    2,      -20.000,       20.000,        1.500,   0.200663E+07,   0.629048E+06, 
   12,  264,    2,      -20.000,       30.000,        1.500,   0.200668E+07,   0.412298E+06, 
   12,  264,    2,      -20.000,       40.000,        1.500,   0.200663E+07,   0.307676E+06, 
   12,  264,    2,      -20.000,       50.000,        1.500,   0.200645E+07,   0.245272E+06, 
   12,  264,    2,      -20.000,       75.000,        1.500,   0.200640E+07,   0.161486E+06, 
   12,  264,    2,      -20.000,      100.000,        1.500,   0.200603E+07,   0.119006E+06, 
   12,  264,    2,      -30.000,       10.000,        1.500,   0.173841E+07,   0.152495E+07, 
   12,  264,    2,      -30.000,       20.000,        1.500,   0.173827E+07,   0.629481E+06, 
   12,  264,    2,      -30.000,       30.000,        1.500,   0.173825E+07,   0.412561E+06, 
   12,  264,    2,      -30.000,       40.000,        1.500,   0.173821E+07,   0.307927E+06, 
   12,  264,    2,      -30.000,       50.000,        1.500,   0.173809E+07,   0.245384E+06, 
   12,  264,    2,      -30.000,       75.000,        1.500,   0.173802E+07,   0.161543E+06, 
   12,  264,    2,      -30.000,      100.000,        1.500,   0.173755E+07,   0.119009E+06, 
   12,  264,    2,      -40.000,       10.000,        1.500,   0.153309E+07,   0.152548E+07, 
   12,  264,    2,      -40.000,       20.000,        1.500,   0.153291E+07,   0.629875E+06, 
   12,  264,    2,      -40.000,       30.000,        1.500,   0.153282E+07,   0.412905E+06, 
   12,  264,    2,      -40.000,       40.000,        1.500,   0.153282E+07,   0.308123E+06, 
   12,  264,    2,      -40.000,       50.000,        1.500,   0.153264E+07,   0.245518E+06, 
   12,  264,    2,      -40.000,       75.000,        1.500,   0.153274E+07,   0.161537E+06, 
   12,  264,    2,      -40.000,      100.000,        1.500,   0.153215E+07,   0.119027E+06, 
   12,  264,    2,      -50.000,       10.000,        1.500,   0.137072E+07,   0.152598E+07, 
   12,  264,    2,      -50.000,       20.000,        1.500,   0.137056E+07,   0.630227E+06, 
   12,  264,    2,      -50.000,       30.000,        1.500,   0.137050E+07,   0.413115E+06, 
   12,  264,    2,      -50.000,       40.000,        1.500,   0.137051E+07,   0.308259E+06, 
   12,  264,    2,      -50.000,       50.000,        1.500,   0.137040E+07,   0.245614E+06, 
   12,  264,    2,      -50.000,       75.000,        1.500,   0.137041E+07,   0.161549E+06, 
   12,  264,    2,      -50.000,      100.000,        1.500,   0.136996E+07,   0.118976E+06, 
   12,  264,    2,      -75.000,       10.000,        1.500,   0.108597E+07,   0.152711E+07, 
   12,  264,    2,      -75.000,       20.000,        1.500,   0.108606E+07,   0.631019E+06, 
   12,  264,    2,      -75.000,       30.000,        1.500,   0.108568E+07,   0.413632E+06, 
   12,  264,    2,      -75.000,       40.000,        1.500,   0.108581E+07,   0.308566E+06, 
   12,  264,    2,      -75.000,       50.000,        1.500,   0.108604E+07,   0.245814E+06, 
   12,  264,    2,      -75.000,       75.000,        1.500,   0.108572E+07,   0.161536E+06, 
   12,  264,    2,      -75.000,      100.000,        1.500,   0.108561E+07,   0.118879E+06, 
   12,  264,    2,     -100.000,       10.000,        1.500,   0.903417E+06,   0.152799E+07, 
   12,  264,    2,     -100.000,       20.000,        1.500,   0.903532E+06,   0.631605E+06, 
   12,  264,    2,     -100.000,       30.000,        1.500,   0.903545E+06,   0.413994E+06, 
   12,  264,    2,     -100.000,       40.000,        1.500,   0.903487E+06,   0.308818E+06, 
   12,  264,    2,     -100.000,       50.000,        1.500,   0.903524E+06,   0.245886E+06, 
   12,  264,    2,     -100.000,       75.000,        1.500,   0.903332E+06,   0.161427E+06, 
   12,  264,    2,     -100.000,      100.000,        1.500,   0.903270E+06,   0.118688E+06, 
   12,  264,    2,       10.000,      -10.000,        1.500,   0.846377E+06,   0.448627E+07, 
   12,  264,    2,       10.000,      -20.000,        1.500,   0.846353E+06,   0.314335E+07, 
   12,  264,    2,       10.000,      -30.000,        1.500,   0.846319E+06,   0.252576E+07, 
   12,  264,    2,       10.000,      -40.000,        1.500,   0.846282E+06,   0.211955E+07, 
   12,  264,    2,       10.000,      -50.000,        1.500,   0.846214E+06,   0.182630E+07, 
   12,  264,    2,       10.000,      -75.000,        1.500,   0.845971E+06,   0.134606E+07, 
   12,  264,    2,       10.000,     -100.000,        1.500,   0.845675E+06,   0.104041E+07, 
   12,  264,    2,       20.000,      -10.000,        1.500,   0.522666E+06,   0.448491E+07, 
   12,  264,    2,       20.000,      -20.000,        1.500,   0.522621E+06,   0.314153E+07, 
   12,  264,    2,       20.000,      -30.000,        1.500,   0.522601E+06,   0.252343E+07, 
   12,  264,    2,       20.000,      -40.000,        1.500,   0.522583E+06,   0.211665E+07, 
   12,  264,    2,       20.000,      -50.000,        1.500,   0.522514E+06,   0.182280E+07, 
   12,  264,    2,       20.000,      -75.000,        1.500,   0.522285E+06,   0.134066E+07, 
