RLINEv1_2   
SOURCE FILE: CALTRANS99_Source.txt (4 Sources)
RECEPTOR FILE: CALTRANS99_ALLreceptors.txt (7 Receptors)
SURFACE FILE: CALTRANS99_met.sfc
Error Limit:  1.000E-03
Displacement Height:      5.000*z0
Concentrations from: Plume and Meander
Roadway configurations used: N 
Roadway #Lanes Option : N 
Integraton option: Numerical
 
 Year, Julian_Day, Hour, X-Coordinate, Y-Coordinate, Z-Coordinate, C_NB, C_SB,
   82,   56,    7,      -64.280,      -76.600,        1.000,   0.183212E+06,   0.156818E+06, 
   82,   56,    7,      -32.140,      -38.300,        1.000,   0.293409E+06,   0.223643E+06, 
   82,   56,    7,       32.140,       38.300,        1.000,   0.142492E+05,   0.238502E+05, 
   82,   56,    7,       64.280,       76.600,        1.000,   0.761090E+04,   0.997844E+04, 
   82,   56,    7,      128.560,      153.200,        1.000,   0.377022E+04,   0.433442E+04, 
   82,   56,    7,        0.000,        0.000,        1.000,   0.213918E+06,   0.446043E+06, 
   82,   56,    8,     -128.560,     -153.200,        1.000,   0.655887E+05,   0.585089E+05, 
   82,   56,    8,      -64.280,      -76.600,        1.000,   0.127586E+06,   0.103270E+06, 
   82,   56,    8,      -32.140,      -38.300,        1.000,   0.238920E+06,   0.166810E+06, 
   82,   56,    8,       32.140,       38.300,        1.000,   0.857479E+04,   0.158643E+05, 
   82,   56,    8,       64.280,       76.600,        1.000,   0.399951E+04,   0.556836E+04, 
   82,   56,    8,      128.560,      153.200,        1.000,   0.169206E+04,   0.200829E+04, 
   82,   56,    8,        0.000,        0.000,        1.000,   0.119748E+06,   0.408942E+06, 
   82,   56,    9,     -128.560,     -153.200,        1.000,   0.479590E+05,   0.411451E+05, 
   82,   56,    9,      -64.280,      -76.600,        1.000,   0.111042E+06,   0.858496E+05, 
   82,   56,    9,      -32.140,      -38.300,        1.000,   0.226471E+06,   0.152035E+06, 
   82,   56,    9,       32.140,       38.300,        1.000,   0.172279E+05,   0.353425E+05, 
   82,   56,    9,       64.280,       76.600,        1.000,   0.692792E+04,   0.103066E+05, 
   82,   56,    9,      128.560,      153.200,        1.000,   0.241947E+04,   0.298878E+04, 
   82,   56,    9,        0.000,        0.000,        1.000,   0.171907E+06,   0.388126E+06, 
   82,   63,    6,     -128.560,     -153.200,        1.000,   0.111275E+06,   0.102225E+06, 
   82,   63,    6,      -64.280,      -76.600,        1.000,   0.179483E+06,   0.154616E+06, 
   82,   63,    6,      -32.140,      -38.300,        1.000,   0.271881E+06,   0.215680E+06, 
   82,   63,    6,       32.140,       38.300,        1.000,   0.209562E+05,   0.367792E+05, 
   82,   63,    6,       64.280,       76.600,        1.000,   0.105042E+05,   0.141562E+05, 
   82,   63,    6,      128.560,      153.200,        1.000,   0.480543E+04,   0.563009E+04, 
   82,   63,    6,        0.000,        0.000,        1.000,   0.116247E+06,   0.367662E+06, 
   82,   63,    7,     -128.560,     -153.200,        1.000,   0.599342E+05,   0.536236E+05, 
   82,   63,    7,      -64.280,      -76.600,        1.000,   0.112316E+06,   0.923895E+05, 
   82,   63,    7,      -32.140,      -38.300,        1.000,   0.192951E+06,   0.142770E+06, 
   82,   63,    7,       32.140,       38.300,        1.000,   0.833045E+04,   0.161404E+05, 
   82,   63,    7,       64.280,       76.600,        1.000,   0.368423E+04,   0.523731E+04, 
   82,   63,    7,      128.560,      153.200,        1.000,   0.149372E+04,   0.178396E+04, 
   82,   63,    7,        0.000,        0.000,        1.000,   0.584206E+05,   0.283311E+06, 
   82,   63,    8,     -128.560,     -153.200,        1.000,   0.271062E+05,   0.231235E+05, 
   82,   63,    8,      -64.280,      -76.600,        1.000,   0.648848E+05,   0.496070E+05, 
   82,   63,    8,      -32.140,      -38.300,        1.000,   0.137098E+06,   0.900913E+05, 
   82,   63,    8,       32.140,       38.300,        1.000,   0.104365E+05,   0.212722E+05, 
   82,   63,    8,       64.280,       76.600,        1.000,   0.423269E+04,   0.627531E+04, 
   82,   63,    8,      128.560,      153.200,        1.000,   0.148829E+04,   0.183606E+04, 
   82,   63,    8,        0.000,        0.000,        1.000,   0.128391E+06,   0.245797E+06, 
   82,   63,    9,     -128.560,     -153.200,        1.000,   0.248738E+05,   0.211200E+05, 
   82,   63,    9,      -64.280,      -76.600,        1.000,   0.612557E+05,   0.464120E+05, 
   82,   63,    9,      -32.140,      -38.300,        1.000,   0.133476E+06,   0.861078E+05, 
   82,   63,    9,       32.140,       38.300,        1.000,   0.105580E+05,   0.216550E+05, 
   82,   63,    9,       64.280,       76.600,        1.000,   0.426991E+04,   0.633886E+04, 
   82,   63,    9,      128.560,      153.200,        1.000,   0.149216E+04,   0.184330E+04, 
   82,   63,    9,        0.000,        0.000,        1.000,   0.179023E+06,   0.248267E+06, 
   82,   82,    6,     -128.560,     -153.200,        1.000,   0.811315E+05,   0.690769E+05, 
   82,   82,    6,      -64.280,      -76.600,        1.000,   0.194380E+06,   0.148909E+06, 
   82,   82,    6,      -32.140,      -38.300,        1.000,   0.400446E+06,   0.267955E+06, 
   82,   82,    6,       32.140,       38.300,        1.000,   0.223786E+06,   0.402293E+06, 
   82,   82,    6,       64.280,       76.600,        1.000,   0.102998E+06,   0.145061E+06, 
   82,   82,    6,      128.560,      153.200,        1.000,   0.404988E+05,   0.490129E+05, 
   82,   82,    6,        0.000,        0.000,        1.000,   0.155637E+07,   0.690200E+06, 
   82,   82,    7,     -128.560,     -153.200,        1.000,   0.490974E+05,   0.412554E+05, 
   82,   82,    7,      -64.280,      -76.600,        1.000,   0.126167E+06,   0.947327E+05, 
   82,   82,    7,      -32.140,      -38.300,        1.000,   0.269238E+06,   0.177595E+06, 
   82,   82,    7,       32.140,       38.300,        1.000,   0.473912E+06,   0.673545E+06, 
   82,   82,    7,       64.280,       76.600,        1.000,   0.279169E+06,   0.355502E+06, 
   82,   82,    7,      128.560,      153.200,        1.000,   0.138272E+06,   0.160203E+06, 
   82,   82,    7,        0.000,        0.000,        1.000,   0.135276E+07,   0.458794E+06, 
   82,   82,    8,     -128.560,     -153.200,        1.000,   0.595064E+04,   0.478728E+04, 
   82,   82,    8,      -64.280,      -76.600,        1.000,   0.203754E+05,   0.138713E+05, 
   82,   82,    8,      -32.140,      -38.300,        1.000,   0.608632E+05,   0.328273E+05, 
   82,   82,    8,       32.140,       38.300,        1.000,   0.267245E+06,   0.465217E+06, 
   82,   82,    8,       64.280,       76.600,        1.000,   0.121064E+06,   0.172269E+06, 
   82,   82,    8,      128.560,      153.200,        1.000,   0.462514E+05,   0.562239E+05, 
   82,   82,    8,        0.000,        0.000,        1.000,   0.942295E+06,   0.143442E+06, 
   82,   82,    9,     -128.560,     -153.200,        1.000,   0.238311E+05,   0.199491E+05, 
   82,   82,    9,      -64.280,      -76.600,        1.000,   0.632613E+05,   0.469007E+05, 
   82,   82,    9,      -32.140,      -38.300,        1.000,   0.142887E+06,   0.909377E+05, 
   82,   82,    9,       32.140,       38.300,        1.000,   0.154712E+05,   0.382951E+05, 
   82,   82,    9,       64.280,       76.600,        1.000,   0.504160E+04,   0.816840E+04, 
   82,   82,    9,      128.560,      153.200,        1.000,   0.146872E+04,   0.187327E+04, 
   82,   82,    9,        0.000,        0.000,        1.000,   0.180257E+06,   0.252051E+06, 
   82,   83,    6,     -128.560,     -153.200,        1.000,   0.138864E+06,   0.119863E+06, 
   82,   83,    6,      -64.280,      -76.600,        1.000,   0.302734E+06,   0.239853E+06, 
   82,   83,    6,      -32.140,      -38.300,        1.000,   0.552099E+06,   0.397973E+06, 
   82,   83,    6,       32.140,       38.300,        1.000,   0.380864E+06,   0.597575E+06, 
   82,   83,    6,       64.280,       76.600,        1.000,   0.198256E+06,   0.266557E+06, 
   82,   83,    6,      128.560,      153.200,        1.000,   0.850457E+05,   0.101394E+06, 
   82,   83,    6,        0.000,        0.000,        1.000,   0.162180E+07,   0.842317E+06, 
   82,   83,    7,     -128.560,     -153.200,        1.000,   0.836134E+04,   0.677902E+04, 
   82,   83,    7,      -64.280,      -76.600,        1.000,   0.256441E+05,   0.182080E+05, 
   82,   83,    7,      -32.140,      -38.300,        1.000,   0.691989E+05,   0.392445E+05, 
   82,   83,    7,       32.140,       38.300,        1.000,   0.110682E+06,   0.235522E+06, 
   82,   83,    7,       64.280,       76.600,        1.000,   0.450199E+05,   0.663637E+05, 
   82,   83,    7,      128.560,      153.200,        1.000,   0.160768E+05,   0.198265E+05, 
   82,   83,    7,        0.000,        0.000,        1.000,   0.158095E+07,   0.169032E+06, 
   82,   83,    8,     -128.560,     -153.200,        1.000,   0.764820E+03,   0.595935E+03, 
   82,   83,    8,      -64.280,      -76.600,        1.000,   0.272703E+04,   0.182406E+04, 
   82,   83,    8,      -32.140,      -38.300,        1.000,   0.886502E+04,   0.452124E+04, 
   82,   83,    8,       32.140,       38.300,        1.000,   0.666258E+05,   0.114863E+06, 
   82,   83,    8,       64.280,       76.600,        1.000,   0.304670E+05,   0.431604E+05, 
   82,   83,    8,      128.560,      153.200,        1.000,   0.117647E+05,   0.142766E+05, 
   82,   83,    8,        0.000,        0.000,        1.000,   0.224158E+06,   0.236181E+05, 
   82,   83,    9,     -128.560,     -153.200,        1.000,   0.974880E+03,   0.781587E+03, 
   82,   83,    9,      -64.280,      -76.600,        1.000,   0.343561E+04,   0.231390E+04, 
   82,   83,    9,      -32.140,      -38.300,        1.000,   0.107524E+05,   0.562854E+04, 
   82,   83,    9,       32.140,       38.300,        1.000,   0.776042E+05,   0.138855E+06, 
   82,   83,    9,       64.280,       76.600,        1.000,   0.344277E+05,   0.493382E+05, 
   82,   83,    9,      128.560,      153.200,        1.000,   0.129932E+05,   0.158280E+05, 
   82,   83,    9,        0.000,        0.000,        1.000,   0.276062E+06,   0.271616E+05, 
