RLINEv1_2   
SOURCE FILE: Source_Road.txt (1 Sources)
RECEPTOR FILE: Receptor_Road.txt (441 Receptors)
SURFACE FILE: ./ONSITE.SFC
Error Limit:  1.000E-03
Displacement Height:      5.000*z0
Concentrations from: Plume and Meander
Roadway configurations used: N 
Roadway #Lanes Option : Y 
Integraton option: Numerical
 
 Year, Julian_Day, Hour, X-Coordinate, Y-Coordinate, Z-Coordinate, C_HWY,
 1988,   61,    1,      320.000,       80.000,        0.000,   0.255009E+05, 
 1988,   61,    1,      360.000,       80.000,        0.000,   0.292812E+05, 
 1988,   61,    1,      400.000,       80.000,        0.000,   0.329143E+05, 
 1988,   61,    1,      440.000,       80.000,        0.000,   0.361854E+05, 
 1988,   61,    1,      480.000,       80.000,        0.000,   0.391470E+05, 
 1988,   61,    1,      520.000,       80.000,        0.000,   0.418057E+05, 
 1988,   61,    1,      560.000,       80.000,        0.000,   0.434770E+05, 
 1988,   61,    1,      600.000,       80.000,        0.000,   0.459513E+05, 
 1988,   61,    1,      640.000,       80.000,        0.000,   0.471243E+05, 
 1988,   61,    1,      680.000,       80.000,        0.000,   0.486411E+05, 
 1988,   61,    1,      720.000,       80.000,        0.000,   0.496317E+05, 
 1988,   61,    1,      760.000,       80.000,        0.000,   0.505246E+05, 
 1988,   61,    1,      800.000,       80.000,        0.000,   0.513464E+05, 
 1988,   61,    1,        0.000,      100.000,        0.000,   0.334893E+04, 
 1988,   61,    1,       40.000,      100.000,        0.000,   0.427231E+04, 
 1988,   61,    1,       80.000,      100.000,        0.000,   0.559635E+04, 
 1988,   61,    1,      120.000,      100.000,        0.000,   0.626687E+04, 
 1988,   61,    1,      160.000,      100.000,        0.000,   0.675528E+04, 
 1988,   61,    1,      200.000,      100.000,        0.000,   0.770885E+04, 
 1988,   61,    1,      240.000,      100.000,        0.000,   0.898183E+04, 
 1988,   61,    1,      280.000,      100.000,        0.000,   0.112426E+05, 
 1988,   61,    1,      320.000,      100.000,        0.000,   0.136783E+05, 
 1988,   61,    1,      360.000,      100.000,        0.000,   0.166853E+05, 
 1988,   61,    1,      400.000,      100.000,        0.000,   0.196047E+05, 
 1988,   61,    1,      440.000,      100.000,        0.000,   0.228030E+05, 
 1988,   61,    1,      480.000,      100.000,        0.000,   0.254789E+05, 
 1988,   61,    1,      520.000,      100.000,        0.000,   0.280963E+05, 
 1988,   61,    1,      560.000,      100.000,        0.000,   0.303966E+05, 
 1988,   61,    1,      600.000,      100.000,        0.000,   0.323747E+05, 
 1988,   61,    1,      640.000,      100.000,        0.000,   0.345342E+05, 
 1988,   61,    1,      680.000,      100.000,        0.000,   0.358600E+05, 
 1988,   61,    1,      720.000,      100.000,        0.000,   0.376044E+05, 
 1988,   61,    1,      760.000,      100.000,        0.000,   0.384800E+05, 
 1988,   61,    1,      800.000,      100.000,        0.000,   0.395286E+05, 
 1988,   61,    1,        0.000,      120.000,        0.000,   0.280796E+04, 
 1988,   61,    1,       40.000,      120.000,        0.000,   0.337569E+04, 
 1988,   61,    1,       80.000,      120.000,        0.000,   0.431143E+04, 
 1988,   61,    1,      120.000,      120.000,        0.000,   0.480595E+04, 
 1988,   61,    1,      160.000,      120.000,        0.000,   0.507745E+04, 
 1988,   61,    1,      200.000,      120.000,        0.000,   0.524033E+04, 
 1988,   61,    1,      240.000,      120.000,        0.000,   0.555062E+04, 
 1988,   61,    1,      280.000,      120.000,        0.000,   0.656165E+04, 
 1988,   61,    1,      320.000,      120.000,        0.000,   0.777628E+04, 
 1988,   61,    1,      360.000,      120.000,        0.000,   0.930396E+04, 
 1988,   61,    1,      400.000,      120.000,        0.000,   0.112510E+05, 
 1988,   61,    1,      440.000,      120.000,        0.000,   0.135456E+05, 
 1988,   61,    1,      480.000,      120.000,        0.000,   0.159107E+05, 
 1988,   61,    1,      520.000,      120.000,        0.000,   0.181163E+05, 
 1988,   61,    1,      560.000,      120.000,        0.000,   0.203810E+05, 
 1988,   61,    1,      600.000,      120.000,        0.000,   0.229204E+05, 
 1988,   61,    1,      640.000,      120.000,        0.000,   0.245365E+05, 
 1988,   61,    1,      680.000,      120.000,        0.000,   0.261062E+05, 
 1988,   61,    1,      720.000,      120.000,        0.000,   0.276937E+05, 
 1988,   61,    1,      760.000,      120.000,        0.000,   0.292983E+05, 
 1988,   61,    1,      800.000,      120.000,        0.000,   0.303604E+05, 
 1988,   61,    1,        0.000,      140.000,        0.000,   0.223100E+04, 
 1988,   61,    1,       40.000,      140.000,        0.000,   0.276083E+04, 
 1988,   61,    1,       80.000,      140.000,        0.000,   0.336769E+04, 
 1988,   61,    1,      120.000,      140.000,        0.000,   0.375131E+04, 
 1988,   61,    1,      160.000,      140.000,        0.000,   0.397018E+04, 
 1988,   61,    1,      200.000,      140.000,        0.000,   0.408533E+04, 
 1988,   61,    1,      240.000,      140.000,        0.000,   0.421088E+04, 
